,Name,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes
870,Alek Skarlatos,https://ballotpedia.org/Alek_Skarlatos,Oregon,4,https://www.twitter.com/alekskarlatos,,,Republican Party,FALSE,0.462
871,Daniel Hoffay,https://ballotpedia.org/Daniel_Hoffay,Oregon,4,,,https://www.twitter.com/kogwonton,Pacific Green Party,FALSE,0.022000000000000000
872,Kurt Schrader,https://ballotpedia.org/Kurt_Schrader,Oregon,5,https://www.twitter.com/VoteSchrader,https://www.twitter.com/repschrader,,Democratic Party,TRUE,0.519
873,Amy Ryan Courser,https://ballotpedia.org/Amy_Ryan_Courser,Oregon,5,https://www.twitter.com/AmyforOregon,,https://www.twitter.com/BBGoddess13,Republican Party,FALSE,0.452
874,Matthew Rix,https://ballotpedia.org/Matthew_Rix,Oregon,5,,,,Libertarian Party,FALSE,0.028000000000000000
875,Brian Fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick,Pennsylvania,1,https://www.twitter.com/BrianFitzUSA,https://www.twitter.com/RepBrianFitz,,Republican Party,TRUE,0.5660000000000000
876,Christina Finello,https://ballotpedia.org/Christina_Finello,Pennsylvania,1,https://www.twitter.com/FinelloForPA,,,Democratic Party,FALSE,0.434
877,Steve Scheetz,https://ballotpedia.org/Steve_Scheetz,Pennsylvania,1,,,https://www.twitter.com/cz85b,Libertarian Party,FALSE,0.0
878,Brendan Boyle,https://ballotpedia.org/Brendan_Boyle,Pennsylvania,2,https://www.twitter.com/RepBrendanBoyle,https://www.twitter.com/CongBoyle,,Democratic Party,TRUE,0.725
879,David Torres,https://ballotpedia.org/David_Torres,Pennsylvania,2,https://twitter.com/Torres4cong,,,Republican Party,FALSE,0.275
880,Dwight Evans,https://ballotpedia.org/Dwight_Evans,Pennsylvania,3,https://www.twitter.com/DwightEvansPA,https://www.twitter.com/RepDwightEvans,,Democratic Party,TRUE,0.91
881,Michael Harvey,https://ballotpedia.org/Michael_Harvey_(Pennsylvania),Pennsylvania,3,https://www.twitter.com/FriendsHarvey,,,Republican Party,FALSE,0.09
882,Madeleine Dean,https://ballotpedia.org/Madeleine_Dean,Pennsylvania,4,https://www.twitter.com/MadeleineDean,https://www.twitter.com/RepDean,,Democratic Party,TRUE,0.595
883,Kathy Barnette,https://ballotpedia.org/Kathy_Barnette,Pennsylvania,4,https://www.twitter.com/Kathy4Truth,,,Republican Party,FALSE,0.405
884,Joe Tarshish,https://ballotpedia.org/Joe_Tarshish,Pennsylvania,4,https://www.twitter.com/Joe4PA2020,,,Independent,FALSE,0.0
885,Mary Gay Scanlon,https://ballotpedia.org/Mary_Gay_Scanlon,Pennsylvania,5,https://www.twitter.com/marygayscanlon,https://www.twitter.com/repmgs,,Democratic Party,TRUE,0.647
886,Dasha Pruett,https://ballotpedia.org/Dasha_Pruett,Pennsylvania,5,https://www.twitter.com/DashaPruett,,,Republican Party,FALSE,0.353
887,Chrissy Houlahan,https://ballotpedia.org/Chrissy_Houlahan,Pennsylvania,6,https://www.twitter.com/houlahanforpa,https://www.twitter.com/rephoulahan,,Democratic Party,TRUE,0.561
888,John Emmons,https://ballotpedia.org/John_Emmons,Pennsylvania,6,https://www.twitter.com/Emmons4Congress,,https://www.twitter.com/johnwemmons,Republican Party,FALSE,0.439
889,John H. McHugh,https://ballotpedia.org/John_McHugh_(Pennsylvania),Pennsylvania,6,https://www.twitter.com/johnhmchugh,,,Independent,FALSE,0.0
890,Susan Wild,https://ballotpedia.org/Susan_Wild,Pennsylvania,7,https://www.twitter.com/wildforcongress,https://www.twitter.com/RepSusanWild,,Democratic Party,TRUE,0.519
891,Lisa Scheller,https://ballotpedia.org/Lisa_Scheller,Pennsylvania,7,https://www.twitter.com/SchellerforPA,,,Republican Party,FALSE,0.48100000000000000
892,Anthony Sayegh,https://ballotpedia.org/Anthony_Sayegh,Pennsylvania,7,,,,Independent,FALSE,0.0
893,Matt Cartwright,https://ballotpedia.org/Matt_Cartwright,Pennsylvania,8,https://www.twitter.com/CartwrightPA,https://www.twitter.com/RepCartwright,,Democratic Party,TRUE,0.518
894,Jim Bognet,https://ballotpedia.org/Jim_Bognet,Pennsylvania,8,https://www.twitter.com/Bognet4congress,,https://www.twitter.com/jimbognet,Republican Party,FALSE,0.48200000000000000
895,Dan Meuser,https://ballotpedia.org/Dan_Meuser,Pennsylvania,9,https://www.twitter.com/Meuser4Congress,https://www.twitter.com/RepMeuser,,Republican Party,TRUE,0.6630000000000000
896,Gary Wegman,https://ballotpedia.org/Gary_Wegman,Pennsylvania,9,https://www.twitter.com/DrGaryWegman,,,Democratic Party,FALSE,0.337
897,Scott Perry,https://ballotpedia.org/Scott_Perry,Pennsylvania,10,https://www.twitter.com/PatriotsPerry,https://www.twitter.com/RepScottPerry,,Republican Party,TRUE,0.5330000000000000
898,Eugene DePasquale,https://ballotpedia.org/Eugene_DePasquale,Pennsylvania,10,https://www.twitter.com/DePasqualePA,,,Democratic Party,FALSE,0.467
899,Lloyd Smucker,https://ballotpedia.org/Lloyd_Smucker,Pennsylvania,11,https://www.twitter.com/LloydSmuckerPA,https://www.twitter.com/RepSmucker,,Republican Party,TRUE,0.631
900,Sarah Hammond,https://ballotpedia.org/Sarah_Hammond,Pennsylvania,11,https://www.twitter.com/sarahforus,,,Democratic Party,FALSE,0.369
901,Fred Keller,https://ballotpedia.org/Fred_Keller,Pennsylvania,12,https://www.twitter.com/VoteFredKeller,https://www.twitter.com/RepFredKeller,,Republican Party,TRUE,0.708
902,Lee Griffin,https://ballotpedia.org/Lee_Griffin,Pennsylvania,12,,,,Democratic Party,FALSE,0.292
903,Elizabeth Terwilliger,https://ballotpedia.org/Elizabeth_Terwilliger,Pennsylvania,12,https://www.twitter.com/LizT4Congress,,,Libertarian Party,FALSE,0.0
904,John Joyce,https://ballotpedia.org/John_Joyce_(Pennsylvania),Pennsylvania,13,https://www.twitter.com/JohnJoyceForPA,https://www.twitter.com/RepJohnJoyce,,Republican Party,TRUE,0.735
905,Todd Rowley,https://ballotpedia.org/Todd_Rowley,Pennsylvania,13,https://www.twitter.com/ToddRowleyPA13,,https://www.twitter.com/RToddRowley,Democratic Party,FALSE,0.265
906,Guy Reschenthaler,https://ballotpedia.org/Guy_Reschenthaler,Pennsylvania,14,https://www.twitter.com/reschenthaler,https://www.twitter.com/GReschenthaler,,Republican Party,TRUE,0.647
907,William Marx,https://ballotpedia.org/William_Marx,Pennsylvania,14,https://www.twitter.com/BillforPA14,,,Democratic Party,FALSE,0.353
908,Glenn Thompson,https://ballotpedia.org/Glenn_Thompson_(Pennsylvania),Pennsylvania,15,https://www.twitter.com/GT_TeamGT,https://www.twitter.com/CongressmanGT,,Republican Party,TRUE,0.735
909,Robert Williams,https://ballotpedia.org/Robert_M._Williams_(Pennsylvania_congressional_candidate),Pennsylvania,15,https://www.twitter.com/williamsfor15,,,Democratic Party,FALSE,0.265
910,Ronnie Ray Jenkins,https://ballotpedia.org/Ronnie_Ray_Jenkins,Pennsylvania,15,https://www.twitter.com/Realrrjenkins,,,Democratic Party,FALSE,0.0
911,Mike Kelly,https://ballotpedia.org/Mike_Kelly_(Pennsylvania),Pennsylvania,16,https://www.twitter.com/MikeKellyforPA,https://www.twitter.com/MikeKellyPA,,Republican Party,TRUE,0.593
912,Kristy Gnibus,https://ballotpedia.org/Kristy_Gnibus,Pennsylvania,16,https://www.twitter.com/kristy4congress,,https://www.twitter.com/BeyondKristy,Democratic Party,FALSE,0.40700000000000000
913,Conor Lamb,https://ballotpedia.org/Conor_Lamb,Pennsylvania,17,https://www.twitter.com/conorlambpa,https://www.twitter.com/RepConorLamb,,Democratic Party,TRUE,0.511
914,Sean Parnell,https://ballotpedia.org/Sean_Parnell_(Pennsylvania),Pennsylvania,17,https://www.twitter.com/SeanParnellUSA,,,Republican Party,FALSE,0.489
915,Michael Doyle,https://ballotpedia.org/Michael_Doyle_(Pennsylvania_Congress),Pennsylvania,18,https://www.twitter.com/rep_doyle,https://www.twitter.com/USRepMikeDoyle,,Democratic Party,TRUE,0.6920000000000000
916,Luke Negron,https://ballotpedia.org/Luke_Negron,Pennsylvania,18,https://www.twitter.com/LukeEdison20,,,Republican Party,FALSE,0.308
917,Donald Nevills,https://ballotpedia.org/Donald_Nevills,Pennsylvania,18,https://www.twitter.com/DonNevills,,,Independent,FALSE,0.0
918,Daniel Vayda,https://ballotpedia.org/Daniel_Vayda,Pennsylvania,18,,,,Independent,FALSE,0.0
919,David N. Cicilline,https://ballotpedia.org/David_Cicilline,Rhode Island,1,https://www.twitter.com/davidcicilline,https://www.twitter.com/RepCicilline,,Democratic Party,TRUE,0.708
920,Jeffrey Lemire,https://ballotpedia.org/Jeffrey_Lemire,Rhode Island,1,,,,Independent,FALSE,0
921,Frederick Wysocki,https://ballotpedia.org/Frederick_Wysocki,Rhode Island,1,,,,Independent,FALSE,0.158
922,Jim Langevin,https://ballotpedia.org/Jim_Langevin,Rhode Island,2,https://www.twitter.com/LangevinForRI,https://www.twitter.com/JimLangevin,,Democratic Party,TRUE,0.5820000000000000
923,Robert Lancia,https://ballotpedia.org/Robert_Lancia,Rhode Island,2,https://www.twitter.com/BobLancia,,,Republican Party,FALSE,0.415
924,Joe Cunningham,https://ballotpedia.org/Joe_Cunningham,South Carolina,1,https://www.twitter.com/JoeCunninghamSC,https://www.twitter.com/RepCunningham,,Democratic Party,TRUE,0.493
925,Nancy Mace,https://ballotpedia.org/Nancy_Mace,South Carolina,1,https://www.twitter.com/NancyMace,https://www.twitter.com/RepNancyMace,,Republican Party,FALSE,0.506
926,Joe Wilson,https://ballotpedia.org/Joe_Wilson_(South_Carolina),South Carolina,2,https://www.twitter.com/TeamJoeWilson,https://www.twitter.com/RepJoeWilson,,Republican Party,TRUE,0.557
927,Adair Ford Boroughs,https://ballotpedia.org/Adair_Ford_Boroughs,South Carolina,2,https://www.twitter.com/Adair4Congress,,,Democratic Party,FALSE,0.426
928,Kathleen Wright,https://ballotpedia.org/Kathleen_Wright,South Carolina,2,,,,Constitution Party,FALSE,0.017
929,Jeff Duncan,https://ballotpedia.org/Jeff_Duncan_(South_Carolina),South Carolina,3,https://www.twitter.com/Duncan4Congress,https://www.twitter.com/RepJeffDuncan,,Republican Party,TRUE,0.7120000000000000
930,Hosea Cleveland,https://ballotpedia.org/Hosea_Cleveland,South Carolina,3,https://www.twitter.com/ClevelandHosea,,,Democratic Party,FALSE,0.287
931,William Timmons,https://ballotpedia.org/William_Timmons,South Carolina,4,https://www.twitter.com/VoteTimmons,https://www.twitter.com/RepTimmons,,Republican Party,TRUE,0.616
932,Kim Nelson,https://ballotpedia.org/Kim_Nelson,South Carolina,4,https://www.twitter.com/KimforSC,,,Democratic Party,FALSE,0.369
933,Michael Chandler,https://ballotpedia.org/Michael_Chandler_(South_Carolina),South Carolina,4,,,,Constitution Party,FALSE,0.014000000000000000
934,Ralph Norman,https://ballotpedia.org/Ralph_Norman,South Carolina,5,https://www.twitter.com/RalphNorman,https://www.twitter.com/RepRalphNorman,,Republican Party,TRUE,0.601
935,Moe Brown,https://ballotpedia.org/Moe_Brown,South Carolina,5,https://www.twitter.com/MoeBrownSC,,https://www.twitter.com/SC5forMoe,Democratic Party,FALSE,0.39900000000000000
936,James Clyburn,https://ballotpedia.org/James_Clyburn,South Carolina,6,https://www.twitter.com/ClyburnSC06,https://www.twitter.com/WhipClyburn,,Democratic Party,TRUE,0.682
937,John McCollum,https://ballotpedia.org/John_McCollum,South Carolina,6,https://www.twitter.com/MccollumFor,,,Republican Party,FALSE,0.308
938,Mark Hackett,https://ballotpedia.org/Mark_Hackett,South Carolina,6,,,,Constitution Party,FALSE,0.009000000000000000
939,Tom Rice,https://ballotpedia.org/Tom_Rice_(South_Carolina),South Carolina,7,https://www.twitter.com/TomRiceSC7,https://www.twitter.com/RepTomRice,,Republican Party,TRUE,0.618
940,Melissa Watson,https://ballotpedia.org/Melissa_Watson,South Carolina,7,https://www.twitter.com/melissawatsonf1,,,Democratic Party,FALSE,0.381
941,Dusty Johnson,https://ballotpedia.org/Dusty_Johnson,South Dakota,1,https://www.twitter.com/DustyJohnson,https://www.twitter.com/RepDustyJohnson,,Republican Party,TRUE,0.81
942,Randy Luallin,https://ballotpedia.org/Randy_Luallin,South Dakota,1,,,,Libertarian Party,FALSE,0.19
943,Blair Walsingham,https://ballotpedia.org/Blair_Walsingham,Tennessee,1,https://www.twitter.com/BlairWalsingham,,,Democratic Party,FALSE,0.225
944,Diana Harshbarger,https://ballotpedia.org/Diana_Harshbarger,Tennessee,1,https://www.twitter.com/DHarshbargerTN1,https://www.twitter.com/RepHarshbarger,,Republican Party,FALSE,0.747
945,Steve Holder,https://ballotpedia.org/Steve_Holder,Tennessee,1,https://www.twitter.com/SteveHolder_,,,Independent,FALSE,0.028000000000000000
946,Josh Berger,https://ballotpedia.org/Josh_Berger_(Tennessee),Tennessee,1,,,,Independent,FALSE,0.0
947,Tim Burchett,https://ballotpedia.org/Tim_Burchett,Tennessee,2,https://www.twitter.com/timburchett,https://www.twitter.com/RepTimBurchett,https://www.twitter.com/timburchett,Republican Party,TRUE,0.6760000000000000
948,Renee Hoyos,https://ballotpedia.org/Renee_Hoyos,Tennessee,2,https://www.twitter.com/HoyosInTheHouse,,https://www.twitter.com/RVHoyos,Democratic Party,FALSE,0.311
949,Matthew Campbell,https://ballotpedia.org/Matthew_Campbell,Tennessee,2,,,,Independent,FALSE,0.013000000000000000
950,Ronald Cornell Jr.,https://ballotpedia.org/Ronald_Cornell_Jr.,Tennessee,2,,,,Independent,FALSE,0.0
951,David Dockery,https://ballotpedia.org/David_Dockery,Tennessee,2,,,,Independent,FALSE,0.0
952,Charles J. Fleischmann,https://ballotpedia.org/Charles_Fleischmann,Tennessee,3,https://www.twitter.com/chuck4congress,https://www.twitter.com/RepChuck,,Republican Party,TRUE,0.6730000000000000
953,Meg Gorman,https://ballotpedia.org/Meg_Gorman,Tennessee,3,https://www.twitter.com/Meg4Congress,,,Democratic Party,FALSE,0.305
954,Amber Hysell,https://ballotpedia.org/Amber_Hysell,Tennessee,3,https://www.twitter.com/hysell2020,,,Independent,FALSE,0.016
955,Keith Douglas Sweitzer,https://ballotpedia.org/Keith_Douglas_Sweitzer,Tennessee,3,,,,Independent,FALSE,0.006
956,Scott James,https://ballotpedia.org/Scott_James,Tennessee,3,,,,Independent,FALSE,0.0
957,Scott DesJarlais,https://ballotpedia.org/Scott_DesJarlais,Tennessee,4,https://www.twitter.com/tndesjarlais,https://www.twitter.com/DesJarlaisTN04,,Republican Party,TRUE,0.667
958,Christopher Hale,https://ballotpedia.org/Christopher_Hale,Tennessee,4,https://www.twitter.com/chrisjollyhale,,,Democratic Party,FALSE,0.33300000000000000
959,Jim Cooper,https://ballotpedia.org/Jim_Cooper_(Tennessee),Tennessee,5,https://www.twitter.com/CoopForCongress,https://www.twitter.com/repjimcooper,,Democratic Party,TRUE,1.0
960,Natisha Brooks,https://ballotpedia.org/Natisha_Brooks,Tennessee,5,,,,Independent,FALSE,0.0
961,Trevor Killian Murphy,https://ballotpedia.org/Trevor_Killian_Murphy_(Tennessee),Tennessee,5,,,,Independent,FALSE,0.0
962,John Rose,https://ballotpedia.org/John_Rose_(Tennessee),Tennessee,6,https://www.twitter.com/JohnRoseforTN,https://www.twitter.com/repjohnrose,,Republican Party,TRUE,0.737
963,Christopher Finley,https://ballotpedia.org/Christopher_Finley,Tennessee,6,,,,Democratic Party,FALSE,0.24
964,Christopher Monday,https://ballotpedia.org/Christopher_Monday,Tennessee,6,https://www.twitter.com/CMonday4Liberty,,,Independent,FALSE,0.023
965,Mark Green,https://ballotpedia.org/Mark_Green_(Tennessee),Tennessee,7,https://www.twitter.com/DrMarkGreen4TN,https://www.twitter.com/RepMarkGreen,,Republican Party,TRUE,0.6990000000000000
966,Kiran Sreepada,https://ballotpedia.org/Kiran_Sreepada,Tennessee,7,https://www.twitter.com/Kiran4congress,,,Democratic Party,FALSE,0.273
967,Ronald Brown,https://ballotpedia.org/Ronald_Brown_(Tennessee),Tennessee,7,https://www.twitter.com/RonaldB35121782,,,Independent,FALSE,0.022000000000000000
968,Scott Vieira,https://ballotpedia.org/Scott_Vieira,Tennessee,7,https://www.twitter.com/ForVieira,,,Independent,FALSE,0.006
969,David Kustoff,https://ballotpedia.org/David_Kustoff,Tennessee,8,https://www.twitter.com/DavidKustoff,https://www.twitter.com/RepDavidKustoff,,Republican Party,TRUE,0.685
970,Erika Stotts Pearson,https://ballotpedia.org/Erika_Stotts_Pearson,Tennessee,8,https://www.twitter.com/PearsonCongress,,,Democratic Party,FALSE,0.295
971,Jon Dillard,https://ballotpedia.org/Jon_Dillard,Tennessee,8,https://www.twitter.com/JonDillard_TN8,,,Independent,FALSE,0.009000000000000000
972,James Hart,https://ballotpedia.org/James_Hart_(Tennessee),Tennessee,8,,,,Independent,FALSE,0.011000000000000000
973,Steve Cohen,https://ballotpedia.org/Steve_Cohen,Tennessee,9,https://www.twitter.com/ReElectCohen,https://www.twitter.com/RepCohen,,Democratic Party,TRUE,0.774
974,Charlotte Bergmann,https://ballotpedia.org/Charlotte_Bergmann,Tennessee,9,https://www.twitter.com/ElectBergmann,,,Republican Party,FALSE,0.201
975,Dennis Clark,https://ballotpedia.org/Dennis_Clark_(Tennessee_congressional_candidate),Tennessee,9,,,https://www.twitter.com/dennisdacomic,Independent,FALSE,0.016
976,Bobby Lyons,https://ballotpedia.org/Bobby_Lyons,Tennessee,9,,,,Independent,FALSE,0.009000000000000000
977,Charles Shappley,https://ballotpedia.org/Charles_Shappley,Tennessee,9,,,,Independent,FALSE,0.0
978,Louis B. Gohmert Jr.,https://ballotpedia.org/Louie_Gohmert,Texas,1,https://www.twitter.com/LouieGohmertTX1,https://www.twitter.com/replouiegohmert,,Republican Party,TRUE,0.726
979,Hank Gilbert,https://ballotpedia.org/Hank_Gilbert,Texas,1,https://www.twitter.com/Hank4Texas,,,Democratic Party,FALSE,0.27400000000000000
980,Daniel Crenshaw,https://ballotpedia.org/Daniel_Crenshaw,Texas,2,https://www.twitter.com/DanCrenshawTX,https://www.twitter.com/RepDanCrenshaw,,Republican Party,TRUE,0.556
981,Sima Ladjevardian,https://ballotpedia.org/Sima_Ladjevardian,Texas,2,https://www.twitter.com/SimaforTX,,,Democratic Party,FALSE,0.428
982,Elliott Scheirman,https://ballotpedia.org/Elliott_Scheirman,Texas,2,https://www.twitter.com/VoteScheirman,,https://www.twitter.com/LOLLIOTT,Libertarian Party,FALSE,0.016
983,Van Taylor,https://ballotpedia.org/Van_Taylor,Texas,3,https://www.twitter.com/VanTaylorTX,https://www.twitter.com/RepVanTaylor,,Republican Party,TRUE,0.551
984,Lulu Seikaly,https://ballotpedia.org/Lulu_Seikaly,Texas,3,https://www.twitter.com/LuluForTexas,,,Democratic Party,FALSE,0.429
985,Christopher Claytor,https://ballotpedia.org/Christopher_Claytor,Texas,3,,,,Libertarian Party,FALSE,0.021
986,Russell Foster,https://ballotpedia.org/Russell_Foster,Texas,4,https://www.twitter.com/RussellFosterTX,,,Democratic Party,FALSE,0.226
987,Pat Fallon,https://ballotpedia.org/Pat_Fallon,Texas,4,https://www.twitter.com/FallonForTexas,https://www.twitter.com/RepPatFallon,,Republican Party,FALSE,0.7510000000000000
988,Lou Antonelli,https://ballotpedia.org/Lou_Antonelli,Texas,4,https://www.twitter.com/LouAntonelli,,,Libertarian Party,FALSE,0.019
989,Tracy Jones,https://ballotpedia.org/Tracy_Jones,Texas,4,https://www.twitter.com/JonesTXCongress,,,Independent,FALSE,0.004
990,Lance Gooden,https://ballotpedia.org/Lance_Gooden,Texas,5,https://www.twitter.com/Lancegooden,,,Republican Party,TRUE,0.62
991,Carolyn Salter,https://ballotpedia.org/Carolyn_Salter,Texas,5,https://www.twitter.com/SalterforTexas,,,Democratic Party,FALSE,0.359
992,Kevin Hale,https://ballotpedia.org/Kevin_Hale,Texas,5,https://www.twitter.com/HaleGive,,,Libertarian Party,FALSE,0.021
993,Ronald Wright,https://ballotpedia.org/Ronald_Wright,Texas,6,https://www.twitter.com/ron4congress,,,Republican Party,TRUE,0.528
994,Stephen Daniel,https://ballotpedia.org/Stephen_Daniel,Texas,6,https://www.twitter.com/stephendaniel,,,Democratic Party,FALSE,0.44
995,Melanie Black,https://ballotpedia.org/Melanie_Black,Texas,6,https://www.twitter.com/MelanieABlackf1,,https://www.twitter.com/Melanie51651801,Libertarian Party,FALSE,0.032
996,Lizzie Pannill Fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher,Texas,7,https://www.twitter.com/Lizzie4Congress,https://www.twitter.com/RepFletcher,,Democratic Party,TRUE,0.508
997,Wesley Hunt,"https://ballotpedia.org/Wesley_Hunt_(Congressional_candidate,_Texas)",Texas,7,https://www.twitter.com/WesleyHuntTX,,,Republican Party,FALSE,0.475
998,Shawn Kelly,https://ballotpedia.org/Shawn_Kelly_(Texas),Texas,7,https://www.twitter.com/ShawnKelly2020,,,Libertarian Party,FALSE,0.018000000000000000
999,Kevin Brady,https://ballotpedia.org/Kevin_Brady_(Texas),Texas,8,https://www.twitter.com/bradyfortexas,https://www.twitter.com/RepKevinBrady,,Republican Party,TRUE,0.725
1000,Elizabeth Hernandez,https://ballotpedia.org/Elizabeth_Hernandez_(Texas),Texas,8,https://www.twitter.com/LizForTX8,,,Democratic Party,FALSE,0.255
1001,Chris Duncan,https://ballotpedia.org/Chris_Duncan_(Texas),Texas,8,,,,Libertarian Party,FALSE,0.02
1002,Al Green,https://ballotpedia.org/Al_Green_(Texas),Texas,9,https://www.twitter.com/RepAlGreenTX,https://www.twitter.com/RepAlGreen,,Democratic Party,TRUE,0.755
1003,Johnny Teague,https://ballotpedia.org/Johnny_Teague,Texas,9,https://www.twitter.com/for_teague,,,Republican Party,FALSE,0.21600000000000000
1004,Jose Sosa,https://ballotpedia.org/Jose_Sosa,Texas,9,https://www.twitter.com/Sosa4Congress,,,Libertarian Party,FALSE,0.029000000000000000
1005,Michael McCaul,https://ballotpedia.org/Michael_McCaul,Texas,10,https://www.twitter.com/McCaulforTexas,https://www.twitter.com/RepMcCaul,,Republican Party,TRUE,0.525
1006,Mike Siegel,https://ballotpedia.org/Mike_Siegel,Texas,10,https://www.twitter.com/SiegelForTexas,,,Democratic Party,FALSE,0.45300000000000000
1007,Roy Eriksen,https://ballotpedia.org/Roy_Eriksen,Texas,10,https://www.twitter.com/royeriksen10,,,Libertarian Party,FALSE,0.022000000000000000
1008,Jon Mark Hogg,https://ballotpedia.org/Jon_Mark_Hogg,Texas,11,https://www.twitter.com/jonmarkhogg,,,Democratic Party,FALSE,0.183
1009,August Pfluger,https://ballotpedia.org/August_Pfluger,Texas,11,https://www.twitter.com/AugustPfluger,https://www.twitter.com/RepPfluger,,Republican Party,FALSE,0.797
1010,Wacey Alpha Cody,https://ballotpedia.org/Wacey_Alpha_Cody,Texas,11,https://www.twitter.com/WaceyCody,,,Libertarian Party,FALSE,0.02
1011,Kay Granger,https://ballotpedia.org/Kay_Granger,Texas,12,https://www.twitter.com/GrangerCampaign,https://www.twitter.com/RepKayGranger,,Republican Party,TRUE,0.637
1012,Lisa Welch,https://ballotpedia.org/Lisa_Welch,Texas,12,https://www.twitter.com/Welch_tx,,,Democratic Party,FALSE,0.33
1013,Trey Holcomb,https://ballotpedia.org/Trey_Holcomb,Texas,12,https://www.twitter.com/TreyHolcomb,,,Libertarian Party,FALSE,0.032
1014,Gus Trujillo,https://ballotpedia.org/Gus_Trujillo,Texas,13,https://www.twitter.com/GusForTX,,https://www.twitter.com/GusLTrujillo,Democratic Party,FALSE,0.185
1015,Ronny L. Jackson,https://ballotpedia.org/Ronny_Jackson,Texas,13,https://www.twitter.com/RonnyJackson4TX,https://www.twitter.com/RepRonnyJackson,,Republican Party,FALSE,0.794
1016,Jack Westbrook,https://ballotpedia.org/Jack_Westbrook,Texas,13,,,https://www.twitter.com/ministerjWb,Libertarian Party,FALSE,0.022000000000000000
1017,Randy Weber,https://ballotpedia.org/Randy_Weber,Texas,14,https://www.twitter.com/WeberforTexas,https://www.twitter.com/TXRandy14,,Republican Party,TRUE,0.616
1018,Adrienne Bell,https://ballotpedia.org/Adrienne_Bell,Texas,14,https://www.twitter.com/AdrBell,,,Democratic Party,FALSE,0.384
1019,Vicente Gonzalez Jr.,https://ballotpedia.org/Vicente_Gonzalez_Jr.,Texas,15,https://www.twitter.com/VoteVicente,https://www.twitter.com/RepGonzalez,,Democratic Party,TRUE,0.505
1020,Monica De La Cruz Hernandez,https://ballotpedia.org/Monica_De_La_Cruz_Hernandez,Texas,15,https://www.twitter.com/monica4congress,,,Republican Party,FALSE,0.47600000000000000
1021,Ross Lynn Leone,https://ballotpedia.org/Ross_Leone,Texas,15,,,,Libertarian Party,FALSE,0.019
1022,Veronica Escobar,https://ballotpedia.org/Veronica_Escobar,Texas,16,https://www.twitter.com/vgescobar,https://www.twitter.com/RepEscobar,,Democratic Party,TRUE,0.647
1023,Irene Armendariz-Jackson,https://ballotpedia.org/Irene_Armendariz-Jackson,Texas,16,https://www.twitter.com/ArmendarizDis16,,https://www.twitter.com/amazingurl09,Republican Party,FALSE,0.353
1024,Rick Kennedy,https://ballotpedia.org/Rick_Kennedy,Texas,17,https://www.twitter.com/RickKennedyTX17,,,Democratic Party,FALSE,0.409
1025,Pete Sessions,https://ballotpedia.org/Pete_Sessions,Texas,17,https://www.twitter.com/SessionsTX17,https://www.twitter.com/PeteSessions,,Republican Party,FALSE,0.5590000000000000
1026,Ted Brown,https://ballotpedia.org/Ted_Brown_(Texas),Texas,17,,,,Libertarian Party,FALSE,0.032
1027,Sheila Jackson Lee,https://ballotpedia.org/Sheila_Jackson_Lee,Texas,18,https://www.twitter.com/sjl4hrc,https://www.twitter.com/JacksonLeeTX18,,Democratic Party,TRUE,0.733
1028,Wendell Champion,https://ballotpedia.org/Wendell_Champion,Texas,18,https://www.twitter.com/ChampionTx2020,,,Republican Party,FALSE,0.235
1029,Luke Spencer,https://ballotpedia.org/Luke_Spencer,Texas,18,https://www.twitter.com/LukeSpencer2020,,,Libertarian Party,FALSE,0.018000000000000000
1030,Vince Duncan,https://ballotpedia.org/Vince_Duncan,Texas,18,,,https://www.twitter.com/duncanvince23,Independent,FALSE,0.014000000000000000
1031,Jodey Arrington,https://ballotpedia.org/Jodey_Arrington,Texas,19,https://www.twitter.com/JodeyArrington,https://www.twitter.com/RepArrington,,Republican Party,TRUE,0.748
1032,Tom Watson,https://ballotpedia.org/Tom_Watson_(Texas_congressional_candidate),Texas,19,https://www.twitter.com/TomWatsonTX19,,,Democratic Party,FALSE,0.22900000000000000
1033,Joe Burnes,https://ballotpedia.org/Joe_Burnes,Texas,19,https://www.twitter.com/JoeBurnes,,,Libertarian Party,FALSE,0.024
1034,Joaquin Castro,https://ballotpedia.org/Joaquin_Castro,Texas,20,https://www.twitter.com/Castro4Congress,https://www.twitter.com/JoaquinCastrotx,,Democratic Party,TRUE,0.647
1035,Mauro Garza,https://ballotpedia.org/Mauro_Garza,Texas,20,,,,Republican Party,FALSE,0.331
1036,Jeffrey Blunt,https://ballotpedia.org/Jeffrey_Blunt,Texas,20,,,,Libertarian Party,FALSE,0.022000000000000000
1037,Chip Roy,https://ballotpedia.org/Chip_Roy,Texas,21,https://www.twitter.com/chiproytx,https://www.twitter.com/RepChipRoy,,Republican Party,TRUE,0.52
1038,Wendy Davis,https://ballotpedia.org/Wendy_Davis_(Texas),Texas,21,https://www.twitter.com/wendydavis,,,Democratic Party,FALSE,0.45400000000000000
1039,Thomas Wakely,https://ballotpedia.org/Thomas_Wakely,Texas,21,https://www.twitter.com/Wakely2020,,,Green Party,FALSE,0.008
